CHILDID,X4PRNCON,X4PRNSOC,X4PRNSAD,X4PRNIMP,X4TCHCON,X4TCHPER,X4TCHEXT,X4TCHINT
10013593,2.6,3.33,1.75,2,2.75,3,1.67,1.75
10013594,3,4,1.5,2,2.5,2.4,2.67,1.25
10013595,3.2,3.33,1.75,2,3.25,3.6,2,1.5
10013596,3.4,4,1.75,1,3.5,2.8,1.83,2
10013597,3,3.67,1.25,1.5, , , , 
10013598,2.4,3.67,1.75,3,2,2.2,2.17,1
10013599,3,3.67,1.5,2,3.75,4,1.33,1
10013600,3.6,4,1,2,3,3.2,2,1.25
10013601, , , , ,3.25,2,1.17,2
10013602, , , , , , , , 
10013603,2.8,4,1.5,2.5,2.25,1.75,2.83,1
10013604, , , , , , , , 
10013605, , , , , , , , 
10013606, , , , , , , , 
10013607,3.2,3.67,1.75,2.5,2,2.2,2,2
10013608, , , , ,2,2,2,2.5
10013609, , , , ,4,4,1,1
10013610,3.2,3.67,1.5,2,2.75,3,2.17,1.75
10013611, , , , ,2,2,2,2
10013612,2.2,4,1.5,1.5,4,4,1.17,1.25
10013613,3.2,2.67,2.25,1,2.5,2,2.33,1
10013614, , , , , , , , 
10013615,2.8,3.67,1.5, , , , , 
10013616, , , , ,3.75,3.8,1.5,1.5
10013617,3.4,4,1.25,1.5,4,4,1.17,1
10013618,3.2,3.67,1.75,1.5,2.25,2.8,1.5,1
10013619,2.6,3,2,3,1.75,1.8,3.67,2.25
10013620,3.4,3,1.25, , , , , 
10013621,3.6,4,1.5,1,3.25,3,1.67,1.25
10013622,2.8,2.67,1.5,2,3.75,3.6,1.17,1.25
10013623, , , , ,3,3.2,2,1.25
10013624,2.6,4,1.5,3, , , , 
10013625,3,4,2,2,3.5,3.4,1.67,1
10013626,2.8,3,1.25,1,3.25,3,1.17,1.5
10013627,3.8,3.33,2.25,1.5,3.25,3,1.67,2
10013628,3,3.67,1.5,1.5,3.67,4,1.5,1.25
10013629,2.6,3,1.5,1.5,3.5,3.2,1.17,2.25
10013630,3.4,4,1,1.5,4,4,1.33,1
10013631, , , , ,3.33,3.2,1.5,1.75
10013632, , , , , , , , 
10013633,3.2,3.33,1.5,1, ,3.2,1.33,1.25
10013634,3.8,3.67,1.5,1,4,4,1,1.25
10013635,3.6,4,1.75,1.5,4,4,1.33,1
10013636,2.6,3.33,1,2,3.5,3.2,1.83,1.25
10013637,2.6,3.33,1.25,2,3,2.6,2,1.5
10013638, , , , ,2.5,2.8,2.5,1.25
10013639,3,4,1.25,2,3,3.8,2.17,1.25
10013640,3.8,3.33,1.67,2,4,4,1,1
10013641,2.8,3.67,1,3.5, , , , 
10013642,2.4,3.67,1.5,2.5,3.25,3.2,2.67,2
10013643, , , , ,3.25,2.8,2,1.25
10013644, , , , , , , , 
10013645, , , , , , , , 
10013646,2.6,3,1,1.5,3.75,3.6,1,1.25
10013647,2.8,3.67,1.25,2,2.5,3,2.33,1.25
10013648,2.8,3.67,1.5,1,3.5,3.4,2.17,1.25
10013649, , , , , , , , 
10013650,3.5,3.67,1.25,1,4,4,1.17,1.5
10013651, , , , , , , , 
10013652,3,4,1,1.5, , , , 
10013653,3.8,4,1.25,1,3.25,3.6,1.33,1.25
10013654,3.2,4,1.25,2.5,2.5,2.6,1.83,2
10013655, , , , , , , , 
10013656,2.8,3.33,2,2,3.25,3.2,2,1.25
10013657,3.8,3.67,2,1,3,3,1.83,1.75
10013658,2.4,2.67,1.75,3,3.33,2.8,2.2,1.25
10013659,2.8,2.33,2,1.5, , , , 
10013660, , , , ,2,2,2,2.75
10013661,1.8,3,2,2, , , , 
10013662, , , , ,4,3.6,1.67,1.5
10013663,3,3.67,1,1,3.75,3.4,1.5,1.25
10013664, , , , , , , , 
10013665,3.8,3.33,1.5,1.5, ,3,1.33,1
10013666, , , , ,4,4,1.33,1.75
10013667, , , , ,3.75,3.6,1,1.25
10013668,2.4,2.67,3.25,1.5,3.5,3.8,1,1.25
10013669,3,3.33,2,2,3.25,3,1,1.25
10013670,3.2,4,1.25,2, , , , 
10013671,3,3.33,1.5,1.5,4,4,1,1
10013672,3.2,4,1.25,2,4,4,1,1
10013673,2.8,3,1.5,3, , , , 
10013674,2.8,2.67,2,2,2,2.2,3.17,2
10013675,3.4,3.33,2,1,3.75,2.6,1.33,1.75
10013676,2.8,3.67,1.25,2,2,2,2.67,1.25
10013677,3.2,4,1,1.5,4,4,1,1
10013678, , , , , , , , 
10013679,2.6,3.67,1.25,2,2.75,2,2.17,1.75
10013680, , , , ,3.67,2.4,1.83,3.25
10013681,2.8,3,1.25,1.5,2.5,2,2.17,2.5
10013682,2.4,3.67,1.75,1.5, ,3.6,1.17,1.75
10013683,2.8,3.67,1.25,2, , , , 
10013684, , , , , , , , 
10013685,3.8,4,1.75,1.5,3,2.8,2.67,1.25
10013686,3.6,4,1.25,1.5, ,3.2,1.17,1
10013687,3.6,4,1.25,1,4,3.8,1.33,1.25
10013688,3.8,4,1,1.5,3,3.4,1.33,1.5
10013689,3,4,1.25,1,3,3.2,1.67,1.75
10013690, , , , ,4,4,1.17,1
10013691,3.6,3.33,1.25,1,3.5,2.6,2.17,1.5
10013692,2.4,4,1,2.5,2.75,2.6,2.83,1
10013693,3.4,4,1.25,1.5,3,3,1.83,1
10013694,3.4,4,1.5,2,3.25,3,2,2
10013695,3.2,4,1,1,3.5,2.8,1.33,2
10013696,2.6,3,1.25,3,3,2.2,1.8,1.75
10013697,3.4,4,1.25,1, , , , 
10013698,3.6,3.67,1.5,2,3.75,3.4,1.5,1.5
10013699,3.4,4,1.25,2.5,2.67,2.25,2.17,2
10013700,3.2,3,1,1,4,4,1.17,1
10013701,2.8,1.67,2.75,3.5, , , , 
10013702,3,4,1.25,1.5,3.25,3,1.83,1.5
10013703,3.8,4,1.5,1.5,4,4,1.2,1.25
10013704, , , , , , , , 
10013705,3.8,3,1,2,2.25,2.6,2.17,1.75
10013706,2.8,3,2,2.5,3,3.2,1.5,1.25
10013707,3,3.33,2.25,3,3.33,3.6,1.17,1.25
10013708, , , , , , , , 
10013709,2.2,3.67,2,2.5,3.75,3.6,1.17,1.75
10013710,3.8,4,1.5,2.5, ,3.2,1.67,1
10013711, , , , , , , , 
10013712,3,4,1.25,1,4,4,1.17,1.25
10013713,2.4,2.67,1.75,2.5,3.5,3.4,1.17,2.25
10013714, , , , , , , , 
10013715,3.2,2.67,2.25,2,4,3.6,1.5,1.25
10013716, , , , ,2.75,2.8,2.17,1.5
10013717,2.8,4,2.25,2,4,4,1.17,1.33
10013718,3.4,4,1,1,3.33,2.6,1.5,2
10013719,1.8,3,2,2, , , , 
10013720,3,3.67,1.75,2.5,2.75,2.6,2,1.5
10013721, , , , ,3.5,3.6,1,1.25
10013722, , , , ,2.5,2.2,1.5,2
10013723, , , , , , , , 
10013724,2.6,4,1.25,1,4,4,1,2
10013725, , , , ,3.67,4, ,1
10013726, , , , ,2.25,3,2.67,1.5
10013727, , , , , , , , 
10013728, , , , , , , , 
10013729,2.4,4,1.5,3,4,4,1.67,1.75
10013730,2.8,3.67,1.5,2,3,3,2.5,1
10013731,2.8,3.67,1.25,2.5,4,3.75,1.17,1
10013732, , , , ,3.5,3.2,2,1
10013733,2,3.67,1.5,3.5, , , , 
10013734,2.4,3.67,1.25,2, , , , 
10013735, , , , , , , , 
10013736,3.2,2.33,2.5,1.5,3.25,3,2,1.25
10013737,3,3.33,1.25,1,4,4,1.17,1.25
10013738, , , , ,2.25,2.2,2.83,1.75
10013739,3.8,4,2.25,1,4,4,1,2.25
10013740,2.8,3.67,1.5,4, , , , 
10013741,3,2.33,1.5,2,2.67,3,1.67,1.5
10013742,3.2,3,1,1,3.25,3.8,1.5,1.5
10013743,1.8,3.33,1,1.5,3,3.4,1.33,1
10013744,2.2,2.67,1.75,3,3.5,3.4,1.17,1.75
10013745, , , , ,3.67,3,1.5,1.25
10013746,2.8,3,2,2.5, , , , 
10013747,3,3.33,1.75,1,3.5,3.2,1.33,1.75
10013748,3,4,1.5,1,4,4,1.17,1
10013749,2.8,4,1,1.5,3.5,4,2,2
10013750, ,2, , ,3.75,4,1.17,1.25
10013751,2.8,4,1.5,2,2.75,2.6,2,2
10013752, , , , , , , , 
10013753,2.8,3.33,1.75,1.5,2.75,2.8,2,1.75
10013754,3.2,3.33,1.5,1,4,4,1,1.25
10013755,3,3.33,1.5,2.5, , , , 
10013756,2.8,3.33,1.75,2,2.75,2.6,2.33,1.25
10013757,3.2,3.67,1.25,1,2.5,2.4,1.67,2.5
10013758,2.4,2.67,1,2,3,3,2.5,1.25
10013759, , , , , , , , 
10013760,2.6,3.33,2,2,2.75,2.6,2,1.75
10013761,3.8,3.33,1.5,1,2.75,2.8,2.33,2
10013762,3.2,3.33,1,1.5,2,1.8,3.17,1.5
10013763,3.4,3.67,1,2,3,2.8,1.83,1.25
10013764, , , , ,4,4,1,1.75
10013765,1.8,2.67,2.25,1.5,3.25,3.4, ,1.33
10013766, , , , ,3.5,3.8,1.5,1.25
10013767, , , , , , , , 
10013768,2.4,2.67,1.25,3,2.5,2.4,1.83,2
10013769, , , , ,3.25,3,1.5,1.75
10013770, , , , , , , , 
10013771,2.2,2.33,1.5,3.5,2.25,1.8,3.33,3.5
10013772,3.2,3.33,2,1,3.25,3.2,1.67,1.5
10013773, , , , , , , , 
10013774, , , , ,3.75,3.2,1,1.25
10013775,3.2,4,1,2.5,2,2,3.83,2
10013776,2.8,3.67,2,2, , , , 
10013777, , , , , , , , 
10013778, , , , ,3.75,4,1.5,1.25
10013779, , , , ,3.5,3.4,1,1.33
10013780,2.8,4,2,2.5,4,4,1.5,1.25
10013781, , , , , , , , 
10013782,3.6,4,1,1,3.75,4,1.33,1.5
10013783,2.8,3,1,2,2,2,3.17,2
10013784,3.2,3.33,1.25,1, , , , 
10013785,2.8,3.67,1.5,3.5,2.75,2.4,2.17,1.75
10013786,3,3,1.25,2,3.67,3.8,1.17,1
10013787,2.4,3,1,2.5,3.5,3.6,1.83,1.25
10013788,3,1.67,1.25,1,3.75,4,1,1.25
10013789, , , , , , , , 
10013790,3.4,3.67,1.75,1.5,3.5,3.4,1.67,2
10013791,2.4,4,1.75,2.5,1.75,2.4,2.83,1.25
10013792, , , , , , , , 
10013793,3,3.33,1.75,1.5, ,2.6,1.83,1.5
10013794,2.2,3.33,2,3,2.25,2.2,2,2
10013795, , , , , , , , 
10013796,3.4,3.67,1.25,2,4,3.6,1,1
10013797,2.8,3.33,1.5,2,2,2,2.83,1.5
10013798,2.4,3.67,1,3,3.33,3.2,2.17,1.5
10013799,2.8,3.33,2,2.5, , , , 
10013800,3.6,3,1,2, , , , 
10013801, , , , , , , , 
10013802,2.4,4,1.25,2,3.5,3.4,1.83,1.75
10013803,3.2,3.33,1,1.5,4,2.8,1.83,2
10013804,2.6,4,1.25,2.5,3.5,4,2,1.5
10013805,2.8,3.33,1.5,2.5,3.75,3.6,1.33,2
10013806, , , , ,4,4,1.5,2.25
10013807,3,3,1.75,2, ,4,1.5,2.5
10013808,1.2,1.67,2.75,2,2,2,2.67,2
10013809,3.4,4,1.75,1,3.75,3.6,1.33,1.25
10013810, , , , ,3.25,3,1.67,1.5
10013811, , , , , , , , 
10013812, , , , , , , , 
10013813,2.2,3.67,1.75,2.5,2.25,2.6,2.67,1.25
10013814, , , , ,3.75,3.8,1.5,1.25
10013815,3.2,3.33,1,1,3,3,1.33,1.25
10013816,2.6,3,1.75,1.5, , , , 
10013817,2.8,3.67,2,2.5,3.33,3,1.33,1.5
10013818, , , , ,4,3.4,1.17,2
10013819,3.6,4,1.5,1.5,4,4,1,1.25
10013820, , , , , , , , 
10013821,3.2,2.67,1.75,1.5,2.5,3.2,2,1.25
10013822,3.2,3,1,2,2.33,2.4,4,2
10013823, , , , ,2.75,2.4,2.67,1.75
10013824,1.8,2,1.25,2.5,2.5,2.75,2.33, 
10013825, , , , , , , , 
10013826,2.4,3.67,1,2.5,3.5,3.4,2,1.25
10013827, , , , ,4,3.4,1,1
10013828,2.8,4,1.25,2.5,3.75,4,1,1.5
10013829, , , , ,1.5,1.8,3.83,2.25
10013830, , , , ,4,4,1.5,2
10013831, , , , , , , , 
10013832, , , , ,2,2,2.67,1.25
10013833,3.4,2.33,1.25,1.5,3.5,3.8,1.33,1.25
10013834,3.8,3,1.5,1,2.25,3.6,1.17,1.25
10013835, , , , ,4,3.6,1.33,1
10013836,2.6,2.67,1.25,1.5,3.75,3.6,1.33,1.25
10013837, , , , ,2.5,2.5,2.67,2
10013838, , , , , , , , 
10013839,2.8,3.67,1.25,3.5,3,3.2,1.83,1
10013840,2.2,3,1,1,3,3.2,2, 
10013841,2.4,3.33,2.5,2,2.75,2.5,1.83,1
10013842,2.8,4,1.25,2.5,4,4,1.67,1.25
10013843, , , , , , , , 
10013844,2.4,2.67,1.5,3.5,2.25,2.6,2.5,1.75
10013845, ,2.67, , ,3,2,2.17,1.75
10013846,2.8,3,1.5,3,2.5,2.2,2.5,1.25
10013847, , , , , , , , 
10013848,3,4,1,2.5,3.33,2.5,1.33,1.25
10013849, , , , ,3,3.2,1.67,3.5
10013850,3,3.67,1.75,2.5,3,3,2.5,1.5
10013851,3.2,3.33,1.75,1.5,4,4,1,1
10013852,3.6,2,1,1, , , , 
10013853,3.2,4,1.75,1.5, , , , 
10013854,3.4,3,1.25,1,4,4,1,1
10013855,2.8,3.33,2,2,3.5,3.2,1.83,2
10013856,3.2,2,1.5,2,3.5,4,1,1
10013857,2.6,3,2.25,3,3.33,3.6,1.4,1
10013858,3.4,3.33,1,1.5,4,3.4,1.5,1.25
10013859,2.8,4,1.5,2,3,2.8,1.33,1.75
10013860, , , , ,3.33,3.25,2.83,1.25
10013861,3.4,4,1,1.5,4,4,1,1.25
10013862,3.6,3.33,1,1.5,2.5,2.4,1.5,1.75
10013863,2.8,3.33,2,2, ,2.8,1.17,1.25
10013864,2.8,3.33,1.75,2.5,2.5,2.6,1.83,2.25
10013865,3.4,3.33,1.75,2,3.5,3.4,1.17,1.25
10013866,1.4,3.67,2.25,3.5,3.5,3.75,1.67,1.5
10013867,3.4,4,1,1.5,2,2,3.17,2.75
10013868, , , , , , , , 
10013869,3.6,3,1.25,1.5, , , , 
10013870,3,3,1.5,1.5,3.5,3.2,1.5,1.25
10013871,2.8,4,1.25,1,3,3,2,1.5
10013872,3.8,3.67,1.25,2, , , , 
10013873, , , , , , , , 
10013874,3,3,1.25,1.5,2.5,2.6,2.17,1.25
10013875,2.8,4,1,1.5,3.25,2.4,1.5,1.5
10013876, , , , , , , , 
10013877,3.4,4,1.25,2,2.75,2.6,2.17,1
10013878,2.8,3,1.25,2.5,3.75,3.8,1.33,1.5
10013879,3.8,3.33,2,1.5,3.75,3.6,1,2.25
10013880,3,4,2.25,2,4,3.8,1,1.25
10013881, , , , , , , , 
10013882,3,3.33,2,1.5,3,3,1.5,1.25
10013883,3.6,4,1.25,2.5, , , , 
10013884,2.6,3.67,1.25,1,3.75,3.6,2,2
10013885, , , , , , , , 
10013886,2.8,3.33,1.5,2,4,3.8,1.5,1.75
10013887,3.2,3.33,1.25,2,2,2.2,2.83,1
10013888,3,3.67,1.5,2, , , , 
10013889, , , , ,3,3.2,2.33,1.75
10013890,3.2,3.67,1.25,1.5,3.25,2.75,2.33,1.75
10013891,3.6,3.67,1.25,1.5,3.5,3.2,1,1.25
10013892, , , , ,3,2.8,1.67,1.5
10013893,3,3.33,1.75,2,3.25,3,2.17,1.5
10013894,3,2.67,1.25,3,3.75,3.4,2,1
10013895, , , , , , , , 
10013896,3.2,4,1.25,1.5,3.75,3.8,1,1.5
10013897, , , , , , , , 
10013898,3.8,4,1,1,3.25,3.8,1,1.25
10013899,2.8,3,1.5,2.5, , , , 
10013900,2.8,3.33,1.5,1,3.75,3.2,1,1.5
10013901,2.8,2.67,1.25,1.5, ,2.5,2.4, 
10013902,3,3.67,1.5,2,3.5,3.4,2,2
10013903, , , , , , , , 
10013904,3.8,3,1,2,3.25,3.2,1.33,1
10013905,3.4,3.33,1.25,1,4,3.4,1,2
10013906,3.4,2.33,1.5,1,2,2,2,1
10013907,3.8,2.67,1,2.5,2.25,3,1.83,1
10013908, , , , ,2.75,3,2,1.25
10013909,3,3.67,1.25,1.5,3.75,4,1.33,1.5
10013910,3.6,4,1.75,1.5,2.75,3.4,1.83,1.5
10013911,2,4,1,2,4,3.8,1.5,1
10013912,4,3.67,1,1, , , , 
10013913,4,4,1.5,1,3.25,3,1.5,1.25
10013914,2.2,3.67,1.25,2,2,2,3.83,2
10013915, , , , ,2,2,2.33,2
10013916, , , , ,2.25,2.4,2.33,2.25
10013917, , , , ,3,2.8,1.17,1.25
10013918,2.8,3,2,1.5,3.5,3.6,1.17,1.25
10013919,3.4,3.67,2,2,3.75,3.6,1.67,1.5
10013920,2.6,3.33,1.5,3,2.5,2,1.83,1.25
10013921,3.4,2.67,1.25,1.5,4,3.6,1,1.5
10013922,3.6,4,1,2,4,3.8,1.67,1.25
10013923, , , , , , , , 
10013924,2.8,3.33,2,3.5,2.25,2.2,2,2
10013925,2.8,4,1.25,2.5, , , , 
10013926,3.2,3,1,1,3.75,3.8,1.5,2
10013927,3.6,2,1,1.5,1.25,1.4,3.5,3.5
10013928,3.2,1.33,1.75,1.5,4,3.8,1.33,1.75
10013929,2.8,3.33,1.25,2.5,3.75,3.8,1.17,1.25
10013930,3,4,1.5,2,2.25,2.6,1.67,1.5
10013931, , , , , , , , 
10013932,3,3,1.75,2,3.5,3.2,1.83,1.25
10013933,3.8,4,1,2,3.5,4,1.5,1.25
10013934,3.2,4,1,1.5,4,3.6,1.17,2
10013935,3,2, , ,3.75,3.8,1,1.5
10013936,3.2,4,1.75,2.5,2.75,2.4,2.17,2
10013937,1.2,2,2.25,1.5, , , , 
10013938,3,3,1.5,2,3.67,3.6,1.5,1.5
10013939,2.8,2.33,1.25,1.5,3.75,3.8,1.17,1.25
10013940,2.6,4,1.25,3.5,3.25,3,2,1.5
10013941, , , , ,2.75,3.6,1.5,1.25
10013942,3.8,3.67,1,1, ,2.6,1.2,1.25
10013943,2.8,4,1.25,1.5,2.5,3,3.33,1.25
10013944,3.4,4,1.5,1.5,3.67,3.6,1.67,1.5
10013945, , , , ,2.25,2.2,2,1.25
10013946,3,3.33,1.75,2,2.25,2.6,2.83,1.5
10013947,3.4,4,1,1.5,3,3,1.33,1.5
10013948,3.4,4,1,2,1.75,2,3.5,2
10013949,2.4,4,1.5,1.5,3.33,3.4,1.5,1.25
10013950,3.6,3.33,1,1,3.25,2.4,2.25,1
10013951, , , , ,3,3,2.5,2
10013952,3,4,1.25,1.5,2.67,2.6,1.67,1.75
10013953,2.6,3.33,2.25,2,1.5,2,3.83,3
10013954, , , , ,4,4,1,1.25
10013955,2.6,2.33,1.75,2.5,2.75,2.6,2,2
10013956,3.4,3.67,1.25,2, , , , 
10013957,3.6,3,1.75,1.5,4,4,1,1.25
10013958,3.4,4,1.25,1,2.5,2.2,2,1.75
10013959,2.8,3.33,1.25,2,3.25,2.8,1.83,1.75
10013960, , , , ,3.5,3.6,1.33,1.25
10013961,3.2,2,1.5,2, , , , 
10013962,3.8,3.67,1.25,4,2.75,3,2,2.5
10013963,3.4,3.33,1,1.5, ,1.75,3.67,3
10013964,3,3,1.25,2,3.25,3.4,1.83,1.5
10013965,3,3.33,1.5,1.5,3.75,3.4,1,1.25
10013966, , , , , , , , 
10013967,3.4,3.67,1.5,1.5,2.75,2.6,1.5,1.25
10013968,2.8,3.33,1.75,2,3.75,3.8,1.5,1.25
10013969,2.8,3.33,1.75,1.5,4,3.8,1,1.25
10013970,3.8,3.33,1.25,1,3.75,3.2,1,2.25
10013971,2.8,4,1.5,3,2.25,2,2.33,1.75
10013972,3,4,1.25,2,3,2.4,2,1.5
10013973,3,4,1.5,1.5,3.75,3.8,1,2.25
10013974, , , , , , , , 
10013975,2.8,3.67,1.5,3,3.75,3.8,1.67,1.25
10013976, , , , , , , , 
10013977, , , , ,3.25,2.8,1,1
10013978,3.4,4,1,1, , , , 
10013979,3.8,4,1,3,3.25,2.8,1.17,1.5
10013980,1,2,2.5,4,2.5,2.2,2.33,2
10013981,2,4,1.25,3,4,4,1.67,1.25
10013982,2.8,2,2.5,3,2.25,1.8,3.33,1.5
10013983,3,3,1,1.5,2.75,3,2,1
10013984, , , , , , , , 
10013985,3,2,1.25,2.5,2.75,2.6,2.33,1.75
10013986,3.4,4,1.25,2,3.25,3.6,2.4,1.25
10013987,1.8,3.33,1.5,3.5,2.75,2.6,2.5,1.75
10013988,2.8,3.67,1,1.5,3.5,2.75,1.33,2
10013989,2.6,3.33,1.75,2.5,3,3.4,1.5,1
10013990, , , , ,3.33,3,1.5,2
10013991,4,4,1,1,2.75,3,2,2.5
10013992,2.4,3.67,2.25,2.5,3.75,3.4,1.17,1
10013993, , , , ,2.75,3.6,2,1.67
10013994, , , , ,3.33,3.4,1.83,2
10013995,3.2,3.67,1.75,2,4,4,1.5,1.25
10013996, , , , , , , , 
10013997,2.8,4,1.25,1.5,3.5,3.2,1.67,1
10013998, , , , ,2.5,2.2,1.5,1.25
10013999, , , , ,2.5,2.8,2.83,1.25
10014000,3,2,1.5,1.5,3,2,2.17,2
10014001,3.2,4,1.75,2,3.75,3.6,1.33,2.75
10014002,2.8,3.33,1.5,2,4,4,1,1.25
10014003,3.6,4,1,1,3.5,3.4,1.33,1.5
10014004,3,3.33,1.75,2,2,2,3.67,3.5
10014005,3.2,3.67,1.25,1.5,4,3.6,1.17,1
10014006,3,3.67,1.5,2,4,4,1.17,1.5
10014007, , , , , , , , 
10014008,2.8,3.67,1.25,1.5,4,4,1.33,1.25
10014009,3.2,4,1,2,3,2.4,2,1.25
10014010,3.6,2.67,1.75,2,3,2.8,1.83,2
10014011,3.4,3.67,1,1,3,3.2,1.17,1.75
10014012,3.2,4,1.5,2,3.75,4,1,1.5
10014013,2.8,3.33,2,2,3,2,1.67,2.5
10014014,4,4,1,1,3.75,3.4,1.17,1.25
10014015,2.8,4,1.5,1.5,3.5,3.6,1.33,1
10014016, , , , ,3,3,2.5,2.25
10014017, , , , ,3,3.4,1.83,1.25
10014018,3.2,3.67,1,2,2.67,2.6,2,2
10014019, , , , ,3.75,3.8,1.33,1.5
10014020,2.8,3.67,1.75,1,2.75,2.4,1,1.25
10014021,3.2,4,1.75,2.5,3.25,2.8,1.67,2.5
10014022,2.6,4,2,2,4,4,1,1.5
10014023,2.4,2.33,1.25,1.5,2.75,3,1.67,2.25
10014024,3.6,4,1.25,1,3.33,3.2,1.5,1.5
10014025,2.6,3.67,1.5,2.5, , , , 
10014026,3.2,3.33,1.75,3,3,2.8,2.67,1
10014027,2,4,2.25,1.5,3.5,3.8,1.67,1.75
10014028, , , , , , , , 
10014029,3,4,2,1.5,3.75,3.4,1.17,1.75
10014030,3.4,4,1.25,1,3.5,3.6,1.5,1.25
10014031,2.8,2.67,1.25,1,4,4,1.17,1
10014032,3,3.67,1.5,2, , , , 
10014033,3.4,4,1.25,1.5,2.5, ,2.33,1.75
10014034,3,4,1.25,1.5,3.75,4,1.33,1
10014035,3,3.67,1.25,2,3,3,2,1.5
10014036, , , , ,3,2.8,1.67,1
10014037,3.2,4,2,2.5,4,4,1.67,1.25
10014038,3.4,4,1.5,1,4,4,1.17,1.25
10014039, , , , , , , , 
10014040,2,4,1,3.5, , , , 
10014041,3.2,4,1.25,1.5,4,4,1.5,2
10014042, , , , ,3.25,3.2,1.5,2
10014043,3,4,2,3,4,3.6,1.17,1
10014044,3.2,4,1.25,1.5,4,3.8,1,1
10014045,2,4,1.25,1.5,2.5,2.6,1.67,1
10014046,2.8,3,1.75,2,4,3.8,1,1.25
10014047, , , , , , , , 
10014048,1.2,2.67,1.75,3.5,2.25,2.5,2.17,1
10014049,3.8,3,1,1,3,3.6,1,1.25
10014050,3.6,3.33,1,1.5,3,3,2.33,1
10014051,3.5,4,1.25,1,3.25,3.8,1.17,1.25
10014052,3,3,1.25,2,3.75,3.8,1,2
10014053,3.4,3.33,1,2, , , , 
10014054, , , , , , , , 
10014055, , , , , , , , 
10014056,2.6,2.67,2,1.5,3.25,4,1.67,1.25
10014057,3.2,4,1.25,1,3.33,3.2,1.17,1
10014058,2.8,3.33,1.25,2,3.5,2.8,1.83,2
10014059,2.2,3.33,2.25,3.5,2.25,2,3.83,2.75
10014060,3.2,3.67,1,1,1.67,1.2,3.17,1
10014061, , , , , , , , 
10014062,3,4,1.75,3,3,2.4,1.5,1.5
10014063,2.6,2.33,2,1, , , , 
10014064,2.8,3.33,1.33,1.5, , , , 
10014065,3.6,4,1.5,1.5,4,4,1.17,1.25
10014066, , , , ,1,2,1.17,1
10014067,2.2,3,1.75,2.5, , , , 
10014068,3,3.67,1,2.5, , , , 
10014069, , , , ,1.75,1.6,2.33,1.5
10014070,2.2,4,1.75,1,3.5,3,1.83,2.25
10014071,2.8,2.67,1.75,2,4,4,1.5,1
10014072,2.8,2.33,2,2,3.25,2.8,1,2.25
10014073,3.6,3.67,1.25,1,3.75,4,1,1.25
10014074,3.2,4,1.25,3, , , , 
10014075,1.4,3.33,2.5,4,2.67,2.6,2.8,1
10014076,3.4,4,1.5,1.5,4,3.2,1.17,1.25
10014077,3.2,3,1.5,2,3.25,2.2,1.5,2.5
10014078,3.2,3.67,1,1.5,4,3.6,1.67,1
10014079, , , , , , , , 
10014080, , , , ,3.67,3.2,1.67,1.5
10014081,3,2.33,1.5,1,3.75,3.25,1.83,2
10014082,3.2,4,1.5,1.5,2,2,3.33,2.75
10014083,2.8,3,1.25,2,3.25,2,1.17, 
10014084,2,3,2.5,2,3,2.6,1.17,2.25
10014085,3,4,1.5,2,3,2.8,1.5,1
10014086,2.6,3.33,1.25,2.5,3.5,3.8,1.5,1.5
10014087, , , , ,2,2.4,3.17,1.75
10014088,2.8,3.67,1.25,3, , , , 
10014089,3,2.67,1.25,1,3.33,3,1.83,1.25
10014090, , , , ,2,2.2,2,2
10014091, , , , ,3,2.2,1.67,2.25
10014092,2.8,4,1.5,1.5,3,3.4,2,1.25
10014093,3,3.67,1.5,2,3.25,3,1.5,1.25
10014094,3.6,4,1.25,2,3,3,2.17,3
10014095,2.8,3,1.5,2.5,2.75,3,1.17,1
10014096,3.2,3.33,1,1.5,2.75,2.4,1.17,1.25
10014097,2.6,4,1.5,4,1.75,1.6,3.17,2
10014098,3.2,4,1.25,1,3.67,3.8,1.67,2
10014099,3,3,1,1.5,3.5,3,1.5,1.25
10014100, , , , ,3.25,4,1,2
10014101,3,4,1.75,2,2.75,2.8,2.5,2
10014102,2.6,3,1.75,2,3.5,3.5,1.33,1.25
10014103,3,3.33,1,2,3.5,3.2,1.33,1.25
10014104, , , , , , , , 
10014105, , , , , , , , 
10014106,1.8,3.33,1.75,3,1.75,1.6,3.17,1.75
10014107,2.8,3.67,1.75,1.5,4,3.6,1.67,1.25
10014108,3.6,3.67,1.25,1.5,3.75,3.6,1.33,2
10014109,3.4,3.67,1.5,1.5,3.75,3,1.17,1
10014110, , , , ,2,2.2,3.5,2
10014111,3.2,4,1,1,3.25,3.8,1.33,1.25
10014112,1.8,3.33,1.75,3,3.75,3.4,2.33,1.75
10014113, , , , ,3.75,3.6,1.67,1.75
10014114, , , , , , , , 
10014115,3.2,3.33,1.25,1.5,4,4,1.17,1.25
10014116,2.4,3.67,1.5,2,2.67,2.4,1.67,2.25
10014117, , , , , , , , 
10014118,3.4,4,1,1,3.25,4,1.2,1.25
10014119,3.2,4,1.25,2,1.75,1.4,4,2.75
10014120, , , , , , , , 
10014121,3.4,4,1,1,3.75,4,1.17,1
10014122,3.2,3.33,1,1.5,3.25,3.6,1.33,2.25
10014123, , , , ,3.25,2.6,2.33,1.5
