CHILDID,X4PRNCON,X4PRNSOC,X4PRNSAD,X4PRNIMP,X4TCHCON,X4TCHPER,X4TCHEXT,X4TCHINT
10014124,3.2,4,1.5,1.5,2.25,2.6,2,1.5
10014125, , , , ,2.5,2.6,2,1
10014126, , , , , , , , 
10014127, , , , , , , , 
10014128,3,3,1.25,1.5,3.67,4,1.2,1
10014129,3.2,3.67,2,2,2.25,2.2,3,2
10014130,3.8,4,1.75,2.5,3.75,4,2,1.25
10014131,3.8,3.67,1,1.5,3,3,1.33,2
10014132,3,3.33,2,2,3.5,3.6,1,1.25
10014133,2.8,4,1.75,2.5,3.5,3.8,2,2.25
10014134, , , , ,3.25,3.4,1,1.75
10014135, , , , , , , , 
10014136, , , , ,3,3,1.67,1.5
10014137,2.8,2.33,2,2,3.5,3.4,1,1.75
10014138, , , , , , , , 
10014139, , , , ,4,4,1.17,1
10014140,2.8,4,1.75,2.5,3,2.8,1.83,2
10014141, , , , ,2.75,2.6,1.83,1.25
10014142,4,4,1,1.5,2.5,3,1.83,1.5
10014143,3.2,3.33,1,1.5, , , , 
10014144, , , , , , , , 
10014145, , , , ,3.25,2.8,2,1.25
10014146, , , , , , , , 
10014147,3.4,4,1.25,2,4,3.8,1.67,1.75
10014148,3,4,2,2.5,3.25,3,2.33,1.75
10014149,2.8,4,1,1.5,2.75,3,2,1.25
10014150, , , , ,2.75,2.8,1.67,1
10014151, , , , ,4,3.6,1.67,1
10014152,3.2,4,1.25,2,4,4,1.17,1
10014153,3.6,2.33,1,1,3.75,3.8,1,1.5
10014154,3,4,1,1.5,3.25,3.2,1.83,1.25
10014155, , , , ,3.5,2.2,1.17,3
10014156, , , , , , , , 
10014157,3,4,1,2,2.75,3,2,2
10014158, , , , , , , , 
10014159,3,4,1.75,2,3.25,3.6,2.17,1.5
10014160,2.6,3.67,1.75,3,2.75,2.6,1.5,1.5
10014161, , , , ,3.5,3.8,2,2.5
10014162,2.8,4,1.5,2.5,3.5,3.6,2.17,1.25
10014163,3,3.67,1.75,2.5,2,2,2.67,1.25
10014164,3.2,2,1,1.5, , , , 
10014165,3,3,1.75,2,3.25,3.8,1.83,1.25
10014166, , , , , , , , 
10014167,3.6,4,1,2,3.5,3.6,1.5,2
10014168,3.8,3.33,1.25,1.5,3,2.8,2,1.25
10014169, , , , ,4,4,1,1
10014170,3.4,4,1.5,2,3.67,3.4,1.33,1.5
10014171,2,3.33,1.75,2,2.67,2.2,2.17,1.75
10014172,2.8,3,1.75,3.5,2.75,2.6,2.83,2.75
10014173,3.8,2.67,1.5,1,4,3.6,1.33,2
10014174, , , , , , , , 
10014175, , , , ,3.25,3.4,1.83,1.25
10014176,3,4,1,1,3.25,2.6,1.83,1.25
10014177, , , , ,1.75,1.6,3.83,3
10014178,3,4,1.5,1,3.5,3.4,1,1.5
10014179, , , , ,3,2.8,3.17,1.5
10014180,3,3,1.75,2,3,3.2,2.33,1.75
10014181,2.6,3,1,1, , , , 
10014182, , , , , , , , 
10014183,3,2,2,2,2,2.2,2,1.25
10014184,2.4,3.33,1.25,2,2,2.8,2.17,1
10014185, , , , , , , , 
10014186, , , , , , , , 
10014187,3.2,4,2,1.5,2.75,3,2,3
10014188,3,3.67,1.5,2.5,4,4,1,1.25
10014189, , , , , , , , 
10014190,2.8,3,2.25,1,2.5,2.25,1.33,2.25
10014191,3,3.33,1.5,2,3.33,3,1.5,1.25
10014192, , , , ,3.5,3.4,1.33,1.75
10014193,3.2,3.67,1.5,1,2.5,2.6,2.83,1.25
10014194,3,3.67,1.75,2,3.25,3.2,1.5,2
10014195,3,2.67,2,2.5,3.5,4,1.33,1
10014196,3.4,2,1.25,1.5,3.25,1.8,2,1.5
10014197,3.8,4,1.25,1, , , , 
10014198, , , , ,2.25,2,1.83,1
10014199,3.2,3.33,1,1,2,1.4,1.83,2.25
10014200, , , , , , , , 
10014201,3.4,3.33,1.25,2,3.25,3,1.83,1
10014202, , , , , , , , 
10014203, , , , ,3.5,3.6,2.5,2.5
10014204,3,4,1.75,2,3.25,3,1.67,1.5
10014205,2.4,2.33,1.75,2.5, , , , 
10014206,3.2,3.33,1,1,2,2,2.83,1.5
10014207,3.4,3.67,1.25,2,3.75,4,1.5,1.75
10014208, , , , , , , , 
10014209, , , , ,3.75,3.4,1.5,1.25
10014210, , , , ,3.25,3.6,1.83,2.25
10014211, , , , , , , , 
10014212,2.8,3.67,1,1.5,3.5,3.2,1.17,1.5
10014213,2.8,2.33,1.25,2,4,3.8,1.67,2
10014214,2.8,3,1.5,1.5,3.25,2,1,1.5
10014215,2.8,3.67,2,2,3.5,2.6,1,2.25
10014216, , , , , , , , 
10014217,3,3,1,1.5,3.5,3.8,1.5,1
10014218,2.4,3,1.25,3,3,3,2,1.25
10014219,2.8,3.67,1.25,1.5,3,2.8,1.83,1
10014220,1.8,2.67,4,3, , , , 
10014221,2.6,3,1.75,1.5,4,4,1.17,1
10014222,2,2,2.75,3,4,3.4,1.33,2
10014223,3.6,2.67,1.25,1.5, , , , 
10014224, , , , ,3.25,3,1.83,1.75
10014225,3.6,4,1.25,1.5,3.33,2.8,2,1
10014226,3,3,2,2, , , , 
10014227,2.8,4,1,1,2.5,2.4,2,2.25
10014228,2.8,3.67,1.25,2,3.5,3.8,1.33,1
10014229,2.8,2.33,2.25,2,2.25,2,1.83,2.25
10014230,2.6,2,1.75,3.5,2.25,2.25,2.83,2.25
10014231,3.4,3.67,1.25,1,3.5,3.2,1.67,2
10014232, , , , , , , , 
10014233, , , , ,3.75,3.6,1.17,1.25
10014234, , , , , , , , 
10014235, , , , , , , , 
10014236, , , , , , , , 
10014237,2,3.33,1.25,3, , , , 
10014238,3.2,4,1.25,2,3.25,3,1.5,1
10014239,4,4,1.25,1,3.5,3.4,1,1.25
10014240,3,2.67,1.5,2,3.5,3.8,1.67,2
10014241,3,3.33,1.25,2,3.5,2.8,1.33,1.75
10014242,3,3.33,1.25,1.5,3.5,3.4,1.67,1.25
10014243, , , , ,2.25,2.2,2.67,1
10014244,2.8,3,1.25,1.5,2.5,2.8,2.17,1
10014245,3.4,4,1.5,1.5,3,3.4,1.33,1
10014246, , , , ,4,4,1,1
10014247,3,3,1.25,1.5,4,2.8,1.2,1
10014248,2.2,2,1.25,2,3.75,4,2.5,2
10014249,3,2.67,1,2, , , , 
10014250,2.8,3,1.5,3,2.25,2.4,2.83,1
10014251,2.6,3.33,1.25,1,3.75,3.4,2,1
10014252,3.2,3.67,1.25,1.5,3,3,1.33,1.5
10014253,3.2,2.67,1.25,1.5,4,3.8,1,1
10014254, , , , , , , , 
10014255,3,3.67,1,2.5,4,4,1.17,1
10014256,4,3,1.5,1.5,4,4,1,1.25
10014257, , , , ,3,3,2.67,1.5
10014258, , , , ,3,3,1.17,1
10014259,3,3.33,1.75,1,3.25,2.8,1.67,2.25
10014260, , , , ,2,2,2.33,2
10014261, ,2, , , , , , 
10014262,2.4,3,2,2,2.75,2,1.67,2.75
10014263, , , , ,2.75,2.8,2,1.25
10014264,3,3.33,1.25,2,3.75,3.4,1.5,2
10014265,3.8,4,2.5,2,4,4,1,1
10014266,3.4,3.67,1.75,2.5,3.75,3.6,1.33,1
10014267, , , , , , , , 
10014268, , , , , , , , 
10014269,2.6,3.33,1.5,2,3,3.8,1.5,1.25
10014270,2.6,4,1.25,1,4,4,1,1.25
10014271,3,4,1.25,3,4,4,1.17,1
10014272,2.4,3,2,2, , , , 
10014273, , , , , , , , 
10014274, , , , , , , , 
10014275,3.6,3.67,1,1.5,2.75,2.6,1.67,1.5
10014276, , , , ,3.67,2.8,1.17,2
10014277,4,4,1,1,4,3.2,1.33,1.5
10014278,3.2,3.67,1.25,3,4,4,1,2
10014279, , , , , , , , 
10014280,3.2,2.67,1,1,3.5,3.2,1.67,1.5
10014281,3.2,4,1.25,1.5, ,3.6,1,1.25
10014282, , , , ,2.67,2.2,2,1
10014283,2.4,2.33,1.25,1.5,3.5,3.2,1,1.5
10014284,4,3.67,1.5,1.5, , , , 
10014285,4,4,1,1, , , , 
10014286,2.6,4,1.25,2,3.75,3.6,2.17,1.5
10014287,3,2.33,1,1,3.25,3,2.33,1.75
10014288,2.6,4,2,3,2.75,3.2,2.5,1.5
10014289, , , , , , , , 
10014290, , , , , , , , 
10014291,3.2,4,1.25,2,3.5,3.2,1.5,1.25
10014292,2.8,2.67,1.5,1,3.67,3.8,1,1
10014293,1.8,2.67,2,2.5,2.5,2.6,1.83,1
10014294,2.8,2.67,1.5,1.5,3.5,2.75,1.17,2
10014295, , , , , , , , 
10014296,4,4,1,2.5,3.25,3.2,1.67,1
10014297,2.8,2.67,1.75,1.5, , , , 
10014298,3.2,4,1.25,1,3.67,4,1.33,1.5
10014299, , , , , , , , 
10014300, , , , ,3.5,2.8,1,2
10014301,2.8,4,1,3,2,2,3.67,2
10014302,3.6,3.33,1.25,1,4,3.8,1.5,1.25
10014303,2.8,4,1.5,3,3.5,4,1.33,1
10014304,3.6,3.67,1.25,1, , , , 
10014305,3,2.67,1.25,1.5,3,3.25,3.5, 
10014306,3,3,1.5,2,3.67,3.8,1.17,1.25
10014307, , , , , , , , 
10014308,1,2,1.75,1, , , , 
10014309,3.4,3,1,1.5, , , , 
10014310,3,3.67,1.5,2,3,2.8,1.83,1
10014311,3.6,4,1.25,1.5,2.75,3.2,2,1
10014312, , , , , , , , 
10014313,2.8,4,1,2,3.25,3.2,1.83,2
10014314,3.4,4,1.25,2,2.75,2.5,1.83,1.75
10014315,2.8,4,1.25,2,3.25,3.6,1.5,2
10014316,2.8,3.67,1.5,2,3.25,3.6,2,1.25
10014317,3.4,4,2.25,2.5,2.67,2.8,2,1.25
10014318,3,2.5, , ,3.33,2.4,1.25,2.25
10014319,3.8,3,1.25,1,4,4,1.17,1.25
10014320,3,3,1,1.5, , , , 
10014321,3.2,4,1.25,1.5, , , , 
10014322,3.6,3,1.25,1,4,3.2,1.17,1.75
10014323,2,2.67,2.5,2.5,2.5,2.6,1.5,1.67
10014324,3.4,4,1.33,2,3.25,3.4,1.5,1.25
10014325,3,4,1.5,1.5,3.5,3.6,1.67,1.33
10014326,2.6,3.33,2.25,2.5,2.25,2,3.17,1
10014327,2.4,2,1.25,2.5,3.25,2.8,1.83,1.75
10014328, , , , , , , , 
10014329,2.8,3.67,1,1.5,2.25,2,2.17,2.5
10014330,2.8,4,1.5,2.5,2.5,2.8,2.17,1.75
10014331,3.4,4,1.25,1,3.5,3.2,1,1
10014332, , , , , , , , 
10014333, , , , , , , , 
10014334,2.8,3.33,1.5,1.5,3.25,3.8,2,1
10014335,2.8,3.33,1.5,1.5,3.5,4,1.17,1.25
10014336,1.2,2.33,2,3,2,2.2,2.17,2
10014337,3.2,4,2,2,3.5,3.2,1.67,1
10014338,2.4,2.67,1.75,2,2.75,2.6,2,2
10014339,3,2.67,1.75,1.5,3.5,2.8,1.17,1.75
10014340,2.8,2.67,1.5,2,3.5,3.4,1.67,1
10014341,2.8,4,1.25,1.5,3,2.4,1.17,1.75
10014342,2.8,3.67,1.25,2,3.25,2.6,2.17,3
10014343,2.8,2.67,1.75,2.5,1.75,3,1.67,1.25
10014344,3,2.67,1.5,2,3.5,3.6,1,1.25
10014345,2.6,4,1.5,2,4,3.8,1.17,1.5
10014346, , , , , , , , 
10014347,2.8,3,1.75,1.5,3.5,3,1.33,1.25
10014348,3.4,3.33,1.5,1.5,3.25,3.2,1.33,1
10014349,1.4,2.67,2.25,3.5,3.5,3.8,1.83,1
10014350, , , , , , , , 
10014351,2.8,4,1.25,2,2.75,2.2,1.67,1.25
10014352, , , , , , , , 
10014353, , , , , , , , 
10014354,3.2,3.67,1.5,2,2.5,3.25,2.5,1.25
10014355, , , , , , , , 
10014356,3,4,1.75,2,4,4,1.17,1.5
10014357,3,3.67,1.75,2.5,3.5,3.2,1.5,1.25
10014358,1.8,4,1.75,1,3.25,3,1,1.25
10014359,4,4,1,1.5, , , , 
10014360, , , , ,2.5,2,1.5,1.33
10014361,2.2,3.33,1.75,3,1.75,1.6,4,3.5
10014362, , , , , , , , 
10014363,2.6,4,1.5,1,3.25,4,1.83,1.75
10014364, , , , ,3.75,3.2,1.5,1
10014365,3.2,4,1.5,1.5,3,2.8,1.17,2.5
10014366, , , , ,3.5,3.2,1.83,2
10014367, , , , ,3,3,2.17,2.33
10014368,3.6,3,1.25,1.5,3.25,3.2,1.33,1.25
10014369, , , , ,3.5,3.2,1,1.25
10014370,3.2,3.67,1.25,2.5, , , , 
10014371,2.6,4,1.25,2,2.75,3.2,2,1
10014372,2.6,3.33,1.75,2,4,3,1.5,1.25
10014373,2.6,3,1,1.5, ,4,1,1
10014374, , , , , , , , 
10014375,3.6,3,1.25,2, , , , 
10014376,4,4,1.25,1,4,3.4,1.17,1.75
10014377,3,4,1.25,1,3,3.2,1.17,1
10014378, , , , , , , , 
10014379, , , , ,3.5,3.8,1.83,1.25
10014380,3,2.67,1.25,1.5,2.67,2.8,2.33,1.25
10014381,3.4,3.67,1.25,2,3,3,2,1.25
10014382,3.2,3,1,1,4,4,1,1.75
10014383, , , , , , , , 
10014384,2.8,2,1.75,2.5, , , , 
10014385,3.2,3,1,1,3.75,3.4,1,1
10014386, , , , , , , , 
10014387,3.6,3,1,1,4,3.6,1,1.5
10014388,2.4,4,2,3,3.75,3.8,1.67,2
10014389,2.8,4,1.75,2.5,4,3.4,1.17,1.25
10014390,2.6,3.67,1.75,2.5, , , , 
10014391,3.4,3.67,1.5,2,3.25,3.2,1.17,1
10014392,3.4,3.33,1.75,1.5,4,4,1.33,1.25
10014393,3.6,3.67,1,1.5,3.25,3.6,1,1.33
10014394,2.2,4,1.75,3.5,2.75,3,2.67,1.5
10014395,3,3.67,1.25,2,3.25,3.8,1.67,1.25
10014396, , , , ,3.75,4,1.17,2
10014397,2.4,2.67,3,3, , , , 
10014398,3.4,3.33,1.5,1,3.25,3.8,1.33,1.5
10014399, , , , ,4,3.4,2,1
10014400,2.8,3.67,2.25,2,3.25,2.6,1.5,1.75
10014401,2.8,3,1.25,1.5,1.75,1.8,2.83,1.75
10014402,2.8,2.67,2,2,2,2,2.17,1.25
10014403,2.8,3.67,2,1.5,2,2,1.83,1.25
10014404, , , , ,3.75,4,1.2,1.25
10014405, , , , , , , , 
10014406,1.6,3.33,1.5,3.5, , , , 
10014407,3.2,4,1.25,2,3,2.6,2.5,1.5
10014408,2.8,3,1.25,2,1.75,2.2,2.33,1.5
10014409,2.8,3,1.25,1.5,3.75,4,1.17,1.25
10014410,2.8,4,2,2, , , , 
10014411,3.2,4,1.25,1.5,3.5,3.6,1.17,1.25
10014412,3.4,4,1.25,3,4,4,1.5,1
10014413, , , , ,4,4,1.17,1.75
10014414,3,4,1.25, ,3.67,3.6,1.67,1.25
10014415,3.6,4,1.75,1.5,3,2.8,2,1
10014416,2.6,2.67,1.75,2.5,3,3,1.5,1.5
10014417,3.4,3.33,1,1,3.5,3.75,1,1.5
10014418,1.8,4,1,1.5,3.25,3.2,1.33,1
10014419,3,3,1.75,2.5, , , , 
10014420,3.6,3.67,1,2,3.5,4,2,1.25
10014421,3,4,1.75,2.5, , , , 
10014422,3.2,2,1.5,1,3.5,2.6,1,2
10014423, , , , , , , , 
10014424, , , , , , , , 
10014425,2.8,4,1.25,2,3.75,3.2,1.33,1.25
10014426, , , , , , , , 
10014427, , , , ,3.25,3,1.83,1
10014428,2.6,4,1.25,1.5,3.5,4,1.5,1.25
10014429,3,3.33,1.75,2,3.5,3.2,1.83,2
10014430,3.2,3,1,1.5, , , , 
10014431,3.2,2.67,1.25,1,3.75,3.8,1.17,1.25
10014432,2.8,4,1.5,3,3.25,3,1.33,1
10014433, , , , , , , , 
10014434,2.6,4,1.25,1,4,3.4,1,1
10014435,3.4,3.33,1.25,1.5,4,3.6,1.17,1
10014436, , , , , , , , 
10014437, , , , , , , , 
10014438,3,3.33,1.75,1,4,4,1,1.25
10014439,2.8,2.67,1.25,2,3.5,3.2,2,1.25
10014440,3.4,4,1,2,3.25,3.2,1.83,1
10014441, , , , , , , , 
10014442,3,3.33,1.5,2.5,2.25,2.2,3,2
10014443,4,4,1,1,3.25,3.4,1.83,1.5
10014444,3.4,3.67,1.75,2,4,4,1.17,1.5
10014445, , , , , , , , 
10014446,1,1.67,3, , , , , 
10014447,3.4,3.67,1.75,2,2.25,2.4,1.83,1.5
10014448, , , , ,2.25,2.4,3,2
10014449,3.6,3.67,1.5,1,4,3.2,1.33,1
10014450,3.2,3.33,1,1,3,2.8,1.67,1.25
10014451,2,3,2.5,2.5,4,4,1,1
10014452,3.6,3.67,1,1,3.75,3.6,1.5,1
10014453, , , , ,2.67,3,1.83,1.75
10014454,3.4,3.33,1,2.5,3.25,3.2,1.83,1.25
10014455, , , , , , , , 
10014456,2.4,3.33,1,1.5,3.25,2.6,2,3.5
10014457,3.8,4,1,2,3,3,1.83,1.25
10014458,3.6,3.67,1,1.5,2.25,1.8,3.67,2.25
10014459,3.2,2.67,1,2,2.5,2.2,2.83,1
10014460,3,2.67,2,1,3.5,3.8,1.33,1.5
10014461, , , , ,3.33,1.8,1.33,1.75
10014462, , , , , , , , 
10014463, , , , , , , , 
10014464, , , , , , , , 
10014465,3,4,1.25,2.5,3.75,4,1.83,1.25
10014466,3.4,4,1.25,1.5,3.75,3.8,2.67,1.25
10014467, , , , , , , , 
10014468,2.8,3.67,1.25,1.5,3.25,2.6,1.67,1.25
10014469, , , , , , , , 
10014470,2.8,4,1.5,2, , , , 
10014471,3.4,4,1.5,2,3.5,4,1.83,1.5
10014472,3,3,1.5,2,2.5,2.6,2.33,2
10014473, , , , ,3,3,2,1
10014474, , , , , , , , 
10014475,2.8,3.67,1.25,1.5,3.25,3,1.5,1.5
10014476, , , , , , , , 
10014477,2.6,4,1.5,2,4,3.8,1.17,1.25
10014478, , , , , , , , 
10014479, , , , , , , , 
10014480,2.8,3.67,1,1.5,2.5,1.8,2.5,2.5
10014481, , , , ,3.67,3.2,1.17,1.67
10014482,2.8,4,1.25,1.5,3.5,3.4,1,1
10014483,3.2,3.67,1.75,2,4,4,1.17,1.25
10014484,2.8,3,1.5,2,4,4,1.17,1.25
10014485,3.8,3.33,1.25,1.5,3,2.6,1.67,1.5
10014486,2.8,3.33,1.25,1.5,2.75,3.2,1.83,1.25
10014487,3.6,4,1.5,1,3.25,3.8,2.33,3.75
10014488,3.4,4,1.25,3,3.25,2.8,2,1.25
10014489, , , , ,3,3,1.83,1
10014490, , , , ,3,2.25,2.5,2
10014491,3.4,4,1.25,2,2.75,3.8,1.17,1.25
10014492,4,3.67,1,1,3.25,4,2.33,1.25
10014493,2.4,2.67,2.25,3,3.5,3.4,2.17,1
10014494, , , , ,3.75,3.2,1.5,1.25
10014495,3.6,4,1.5,1.5, , , , 
10014496,3.6,3,1,1,3.25,3.8,1.17,1.25
10014497, , , , ,3.5,3.2,1.5,1.25
10014498, , , , , , , , 
10014499,3,4,1.25,3, ,3.25,1.5,1.5
10014500,2.8,2.67,1,2, , , , 
10014501,3,2.67,1.75,1,1.5,1.6,3.17,1.75
10014502,3.6,4,1.25,1.5,2.25,2.4,1.5,1.75
10014503,3,4,2,2,3,3,2.17,2
10014504,2.8,2.33,1.25,1.5,2,2.5,2.5,3.5
10014505,2.8,2.67,1,2,3,3,1.67,1.75
10014506,3.2,3.33,1.25,1,3.5,2.6,1,2.75
10014507,3.6,4,1.25,1,4,4,1.33,1.25
10014508,3,3.33,1.5,2,2.5,2.2,2,1.5
10014509,3.4,3.67,1.5,1,4,3.8,1.5,1
10014510,2.8,3,1.75,2,2.75,2.2,2.17,1.5
10014511, , , , ,4,4,1,1.25
10014512,3.2,2.67,1,2.5,2.25, ,3,1.25
10014513, , , , ,4,4,1.5,1
10014514,3.6,2.67,1,1,3,2.8,1.67,2.25
10014515,2.6,3,2,2,2.5,2.4,2.5,2
10014516,3,3,1.75,1.5,3,3,2,1.25
10014517,3.4,4,1.25,1.5,2,2,2.33,1.25
10014518,2.4,2.67,1.25,2.5,3.67,3.2,1, 
10014519,2.6,2.33,1.75,1.5,4,3.8,2.17,1.75
10014520,2.2,3.33,2.5,3.5,3,3,2.67,1.5
10014521,3.2,3,1,1,3.5,2.6,1.83,1.5
10014522,3.2,3.67,1.25,1.5,2,1.8,2.67,2
10014523,3.4,2.67,2.5,1.5,3,2,1.5,2.25
10014524,2.8,3.67,1.25,1,3.5,3.4,1,1
10014525, ,3, , ,3,2.6,1.67,1
10014526,4,4,1,1,3.25,2,1.67,2
10014527,3.2,3.33,1.75,1.5,3.75,3.8,1.83,1.25
10014528,3.2,4,1.25,2.5,4,3.8,1.83,1.5
10014529,3.2,4,1,3,3.75,4,1.5,1
10014530, , , , , , , , 
10014531, , , , , , , , 
10014532,3.4,3.33,1.75,2,3.25,3,2,1.5
10014533,2.6,3.33,1.5,2.5,3.5,3.6,2.5,1.5
10014534, , , , ,4,3.6,1.17,1.25
10014535,2.6,3,1.75,4,2.75,3,1.83,1.25
10014536, , , , , , , , 
10014537,3,4,1.25,1.5,3.33,2.6,2,1.33
10014538,2,3.33,1.5,2.5,3,2.8,1.83,1.25
10014539, , , , , , , , 
10014540,2.8,3,1.75,1.5,4,3.8,1,1.25
10014541, , , , , ,3.6,1.67,1.25
10014542, , , , ,3.5,3.6,2.17,1.25
10014543, , , , , , , , 
10014544,2,2.67,1.75,3,2.75,3,1.67,1.5
10014545,3.8,4,1.25,1,3,2.4,1.83,1
10014546,3,4,1.25,1,3.25,3.2,1.5,1.75
10014547,1.4,2,1.25,4,2.5,2.2,2.5,2.25
10014548,2.8,3,1.25,2,4,3.6,1,1.25
10014549,3.2,4,1.25,1.5,4,4,1,1
10014550,4,2.33,1,1, , , , 
10014551,3.6,3,1.25,1,3.5,3.4,1.83,1.25
10014552,2.8,3.33,1.25,1.5,2,2,3.83,2.25
10014553,3.6,2.67,1.5,1,3.33,2.2,1.5,2.5
10014554,3.4,3.67,1,2.5,3.5,3.8,1,2
10014555, , , , , , , , 
10014556, , , , ,3.25,3.6,1.83,2
10014557,1.8,2,1.75,3, , , , 
10014558, , , , , , , , 
10014559,3,3,1,2.5, ,3.8,1,2.5
10014560,2.8,2.67,1.75,1.5,3.25,2.5,1.5,1.33
10014561,3.2,3,1.25,2,3,2.8,1.5,2
10014562,3.6,4,1.5,3.5,3,3,2.83,1
10014563,3,4,1.75,2,4,3.8,1,1.25
10014564,3.6,4,1.5,2,4,4,1,1
10014565,2.8,3.67,1.75,2.5,2,2.4,3,1.75
10014566,2.4,4,2,3, , , , 
10014567,3.8,4,1.25,1,3.5,3.6,1.17,2
10014568,2.8,2.33,1.5,1.5,4,3.6,1.17,1.25
10014569,3.2,4,1.5,2,2.25,2.4,1.83,2
10014570,3.2,3.67,1.25,1.5, , , , 
10014571,3,4,1.25,1,4,4,1,1.25
10014572,2.8,3,2,1.5,2,1.8,2.33,1.25
10014573, , , , ,3.75,3.8,1.33,2.5
10014574,3,3.33,3,1.5,3.75,3.6,1.17,2.25
10014575,3.8,4,1.25,1,3,3.6,1.17,1.25
10014576, , , , , , , , 
10014577,2,3.33,1.25,2,3.25,3.4,1,1.25
10014578,2.6,4,1.25, ,4,4,1.83,1.25
10014579,2,4,1.25,3,2,2,2,2
10014580, , , , , , , , 
10014581,2.6,2.33,1.25,2,4,4,1.17,1.25
10014582,3.8,4,1.25,1.5,2.75,2.8,1.67,1.25
10014583,3.6,3.33,1.25,1.5, , , , 
10014584,3.4,3.67,1.25,1,3.5,3.6,1.33,1
10014585, , , , ,3,2.6,2.33,1.75
10014586,3.2,3.67,1.25,1.5,2.75,3.2,2,1.5
10014587,3.6,4,1.75,2,3.5,4,1.5,1.25
10014588, , , , , , , , 
10014589, , , , ,2,2.25,2.33,2
10014590,3,3.67,1.5,2,4,4,1.17,1
10014591, , , , ,3.5,3.8,1.5,3.25
10014592,3.8,4,1,1,2,2.2,2.17,2
10014593,3,4,2.75,4,3.25,2.6,1.17,1.5
10014594,3.6,3,1,1.5,3.75,3.8,1,1.25
10014595,3.4,3.33,1.75,1,2,2.2,2,2.5
10014596, , , , ,4,4,1.33,1
10014597,2.2,3.33,1.75,1.5, , , , 
10014598, , , , ,3.25,2.8,1.17,1.75
10014599, , , , , , , , 
10014600, , , , ,3.5,4,1,1.25
10014601,1.2,2,2.5,4,1.75,2.2,3.67,1.75
10014602,3.2,3.67,1,1.5,3.5,3.8,1,1.75
10014603,3,3.33,1.75,1,3.67,3.2,1.5,2
10014604, , , , , , , , 
10014605,2.8,3,2,2,3.5,3.4,1,1.75
10014606,2.8,3.67,1.25,2,4,4,1,1.75
10014607, , , , ,3.5,3.2,1.5,1.75
10014608,2.2,3,1.5,1.5,2.67,2,1.67,1
10014609,3,2.67,2.5,2.5,3.25,2.4,1.83,1.75
10014610,3,2,2,1.5,2.67,2.2,1.2,2
10014611, , , , , , , , 
10014612,2.8,4,1.5,3,3.75,3.8,1.5,1
10014613, ,3.33,1.33, ,3.25,2.4,1,1
10014614,2.2,4,1.5,3,1.5,1.8,3.17,2.5
10014615, , , , , , , , 
10014616,3,2.67,2,2.5,3.25,2.8,1.5,1.75
10014617,3,3.67,1.25,2,4,4,1,1.75
10014618, , , , , , , , 
10014619, , , , ,4,4,1,1
10014620,3.2,3.67,1.25,2.5,2.5,2.8,1.33,2.5
10014621,3.8,3.67,2,1,3,2.8,1.5,1.5
10014622, , , , , , , , 
10014623, , , , , , , , 
10014624,2.8,3,1.25,1.5,3.5,3.8,1.83,1.5
10014625, , , , ,2.67, ,1.33,1.5
10014626,2.6,4,1,3,3.25,3,2,1.75
10014627, , , , , , , , 
10014628,3.4,3.33,1.25,2,3.5,3.4,1,1.5
10014629,3,4,1,1.5,3.5,3.8,1.5,1.5
10014630,3.2,3,1.25,1.5,3.75,3.8,1.33,1
10014631,3,4,1.5,2.5,2,2.2,2.33,1.25
10014632,3,4,1.25,1, , , , 
10014633,1.8,3.33,1.5,4,3.75,3.2,1.17,1.5
10014634,3.4,4,1.25,1,3.5,3.6,1.5,1.25
10014635, , , , , , , , 
10014636,4,4,1.75,1.5,3.5,3.6,2.5,2
10014637,3,4,1.5,1.5,3.5,3,2,1.25
10014638, , , , ,3.25,3,2.17,1.75
10014639,3.2,3,1.5,2,3.67,3,1,1
10014640,3.2,3.33,1.75,2,4,4,1,1
10014641, , , , , , , , 
10014642, , , , ,2.75,2.4,2, 
10014643, , , , ,3.5,3.2,2,1.75
10014644,3.8,2.67,1.75,1,2.75,2,2.17,2.25
10014645, , , , , , , , 
10014646,2.8,3.33,1.75,2.5,3,3.2,1.83,3.25
10014647,3.6,2.33,2,2,2.33,2.2,2.33,2
10014648,3.6,4,1.25,1.5, , , , 
10014649,2.8,4,1.5,2,3.75,4,1.67,1.5
10014650,2.8,3,1.25,1.5,3.25,3,1.33,1
10014651,2.8,2.67,1.5,2,3.25,2.6,1.17,2
10014652,3.2,3.33,1.75,3, , , , 
10014653, , , , ,3.5,3.4,1.67,1
10014654,3.4,3.33,1.25,2, , , , 
10014655, , , , ,2.5,2.6,2.17,1.5
10014656,2.6,2.33,1.5,1.5,2.25,2.4,2.33,2
10014657, , , , , , , , 
10014658,3.2,2.67,2.25,1.5,4,4,1.33,2
10014659,2.2,3,1.5,2,2.75,3,1.67,2.25
10014660,2.4,3,2.5,3.5,2,1.8,3.83,2.75
10014661, , , , , , , , 
10014662,3.2,2,1.5,1, , , , 
10014663,2.8,3.33,1.25,1.5,3.5,3.4,1.5,1
10014664, , , , , , , , 
10014665, , , , , , , , 
10014666,2.6,2.67,2,1.5,2.5,2.4,1.67,2.75
10014667, , , , ,4,3.8,1,1.25
10014668, , , , , , , , 
10014669,3,4,2,1.5,4,2.8,1.17,1.25
10014670, , , , , , , , 
10014671, , , , , , , , 
